od_case,map_case,n_lines,line_length,population_size,generations,lambda,seed,shared_stop_penalty,adjusted_passenger_service,naive_passenger_service,service_per_total_cost,service_per_unique_edge_cost,shared_edge_count,shared_edge_ratio,shared_stop_count,shared_stop_ratio,system_cost_norm,system_fitness,system_service_norm,total_edge_occurrences,total_route_cost,total_stop_occurrences,unique_edge_cost,unique_edge_count,unique_stop_count
one_center,base,3,6,150,100,0.5,42,0.0,548.6624899010911,548.6624899010912,6.332773031960072,6.876107370851593,4,0.04938271604938271,2,0.125,0.08613170398359345,0.30331198254172037,0.6927556690670342,85,86.63858425560426,18,79.79260071285657,81,16
