ft0,st0,e0
-65.6,1561.6789385493698,1496.07893854937
-52.0,1444.7332326069468,1392.7332326069468
-47.6,1366.1335067758362,1318.5335067758363
-47.6,1366.1335067758362,1318.5335067758363
-47.6,1353.2221545161733,1305.6221545161734
-47.6,1353.2221545161733,1305.6221545161734
-65.8,1272.4462072794427,1206.6462072794427
-65.8,1272.4462072794427,1206.6462072794427
-79.4,1229.7641386693094,1150.3641386693093
-102.2,1238.286600461783,1136.086600461783
-90.8,1069.502853142998,978.702853142998
-90.8,1069.502853142998,978.702853142998
-109.2,972.3608373674159,863.1608373674159
-84.2,858.221012482349,774.021012482349
-84.2,858.221012482349,774.021012482349
-84.00000000000001,856.8180555329272,772.8180555329272
-107.2,779.7370360369304,672.5370360369303
-107.2,779.7370360369304,672.5370360369303
-107.2,779.7370360369304,672.5370360369303
-107.2,779.7370360369304,672.5370360369303
-125.6,695.1485942171498,569.5485942171498
-125.6,695.1485942171498,569.5485942171498
-117.19999999999999,694.9656553534624,577.7656553534623
-117.19999999999999,694.9656553534624,577.7656553534623
-117.19999999999999,694.9656553534624,577.7656553534623
-100.6,658.472191220721,557.872191220721
-100.6,658.472191220721,557.872191220721
-100.6,658.472191220721,557.872191220721
-100.6,658.472191220721,557.872191220721
-100.6,658.472191220721,557.872191220721
-100.6,658.472191220721,557.872191220721
-103.19999999999999,590.2450269054576,487.04502690545763
-138.79999999999998,625.6336358553713,486.8336358553713
-138.79999999999998,625.6336358553713,486.8336358553713
-107.6,585.1217544697945,477.5217544697945
-107.6,585.1217544697945,477.5217544697945
-106.2,544.9286385123456,438.72863851234564
-106.2,544.9286385123456,438.72863851234564
-123.2,543.3531880821528,420.1531880821528
-123.2,543.3531880821528,420.1531880821528
-123.2,543.3531880821528,420.1531880821528
-123.2,543.3531880821528,420.1531880821528
-123.2,543.3531880821528,420.1531880821528
-118.39999999999999,526.4938170544966,408.09381705449664
-118.39999999999999,526.4938170544966,408.09381705449664
-118.39999999999999,526.4938170544966,408.09381705449664
-118.39999999999999,526.4938170544966,408.09381705449664
-132.39999999999998,527.2493127759892,394.84931277598923
-132.39999999999998,527.2493127759892,394.84931277598923
-132.39999999999998,527.2493127759892,394.84931277598923
-132.39999999999998,527.2493127759892,394.84931277598923
-127.6,521.4681460227293,393.8681460227293
-127.6,521.4681460227293,393.8681460227293
-127.6,521.4681460227293,393.8681460227293
-127.6,521.4681460227293,393.8681460227293
-127.6,521.4681460227293,393.8681460227293
-127.6,521.4681460227293,393.8681460227293
-127.6,521.4681460227293,393.8681460227293
-127.6,521.4681460227293,393.8681460227293
-127.6,521.4681460227293,393.8681460227293
-127.6,481.96563354796064,354.36563354796067
-127.6,481.96563354796064,354.36563354796067
-127.6,481.96563354796064,354.36563354796067
-127.6,481.96563354796064,354.36563354796067
-127.6,481.96563354796064,354.36563354796067
-127.6,481.96563354796064,354.36563354796067
-127.6,481.96563354796064,354.36563354796067
-127.6,481.96563354796064,354.36563354796067
-127.6,481.96563354796064,354.36563354796067
-127.6,481.96563354796064,354.36563354796067
-127.6,481.96563354796064,354.36563354796067
-127.6,481.96563354796064,354.36563354796067
-127.60000000000001,480.35151250457346,352.75151250457344
-127.60000000000001,480.35151250457346,352.75151250457344
-127.60000000000001,480.35151250457346,352.75151250457344
-127.60000000000001,480.35151250457346,352.75151250457344
