ft0,st0,e0
-65.6,312.33578770987396,246.73578770987396
-67.0,311.9041343834665,244.9041343834665
-81.2,227.69384329863902,146.49384329863904
-57.0,181.07039516446753,124.07039516446753
-29.8,143.1734741381633,113.3734741381633
-29.8,141.77686576193037,111.97686576193037
-23.4,117.62517894302748,94.22517894302749
-23.4,117.62517894302748,94.22517894302749
-17.0,110.27919599057807,93.27919599057807
-23.200000000000003,117.45801265474483,94.25801265474483
-23.000000000000004,110.1081687737478,87.1081687737478
-23.000000000000007,118.2653697771918,95.26536977719178
-31.2,119.04339300574803,87.84339300574803
-31.2,119.04339300574803,87.84339300574803
-27.400000000000006,117.90202499698049,90.50202499698048
-27.400000000000002,110.38096963806505,82.98096963806505
-27.400000000000002,110.38096963806505,82.98096963806505
-27.400000000000002,110.38096963806505,82.98096963806505
-27.400000000000002,110.38096963806505,82.98096963806505
-44.0,117.30495963765098,73.30495963765098
-44.0,117.30495963765098,73.30495963765098
-44.0,117.30495963765098,73.30495963765098
-44.0,93.964391460855,49.964391460855
-44.0,93.964391460855,49.964391460855
-44.0,93.964391460855,49.964391460855
-44.0,93.964391460855,49.964391460855
-44.0,93.964391460855,49.964391460855
-44.0,93.14081467216332,49.140814672163316
-44.0,93.14081467216332,49.140814672163316
-44.0,93.964391460855,49.964391460855
-44.0,93.964391460855,49.964391460855
-44.0,93.964391460855,49.964391460855
-44.0,93.964391460855,49.964391460855
-44.0,93.964391460855,49.964391460855
-46.0,101.17279883512593,55.17279883512593
-46.0,101.17279883512593,55.17279883512593
-48.0,101.83721361040186,53.83721361040186
-46.0,101.17279883512593,55.17279883512593
-46.0,101.17279883512593,55.17279883512593
-46.0,101.17279883512593,55.17279883512593
-47.8,104.92018210520051,57.12018210520051
-45.8,105.56129237822805,59.76129237822805
-76.39999999999999,136.05877739278102,59.65877739278103
-80.2,136.39177958341253,56.191779583412526
-84.6,124.70211437986086,40.102114379860865
-99.0,124.26612294514018,25.266122945140182
-99.0,116.64641177957017,17.646411779570172
-99.0,116.64641177957017,17.646411779570172
-99.0,116.64641177957017,17.646411779570172
-82.39999999999998,84.51646853763745,2.1164685376374734
-95.6,93.06575989634729,-2.5342401036527065
-95.59999999999998,100.15050130104737,4.55050130104739
-95.59999999999998,100.15050130104737,4.55050130104739
-95.59999999999998,100.15050130104737,4.55050130104739
-95.59999999999998,100.15050130104737,4.55050130104739
-95.59999999999998,100.15050130104737,4.55050130104739
-95.59999999999998,100.15050130104737,4.55050130104739
-95.59999999999998,100.15050130104737,4.55050130104739
-95.59999999999998,100.15050130104737,4.55050130104739
-97.39999999999998,99.53684072539745,2.1368407253974766
-97.39999999999998,99.53684072539745,2.1368407253974766
-97.39999999999998,99.53684072539745,2.1368407253974766
-97.39999999999998,99.53684072539745,2.1368407253974766
-97.39999999999998,99.53684072539745,2.1368407253974766
-97.39999999999998,99.53684072539745,2.1368407253974766
-97.39999999999998,99.53684072539745,2.1368407253974766
-112.2,114.59990361315766,2.3999036131576617
-131.6,100.30122723162998,-31.298772768370014
-145.2,100.38605861991714,-44.81394138008285
-145.2,100.38605861991714,-44.81394138008285
-145.2,100.38605861991714,-44.81394138008285
-145.2,92.64603974702105,-52.55396025297894
-145.2,92.64603974702105,-52.55396025297894
-145.2,92.64603974702105,-52.55396025297894
-150.0,95.44877631726216,-54.55122368273784
-150.0,95.44877631726216,-54.55122368273784
-145.2,92.64603974702105,-52.55396025297894
-145.2,92.64603974702105,-52.55396025297894
-145.2,92.64603974702105,-52.55396025297894
-145.2,92.64603974702105,-52.55396025297894
-145.2,92.64603974702105,-52.55396025297894
-150.0,95.44877631726216,-54.55122368273784
-150.0,95.44877631726216,-54.55122368273784
-150.0,95.44877631726216,-54.55122368273784
-150.0,95.44877631726216,-54.55122368273784
-150.0,95.44877631726216,-54.55122368273784
-150.0,95.44877631726216,-54.55122368273784
-150.0,95.44877631726216,-54.55122368273784
-150.0,95.44877631726216,-54.55122368273784
-150.0,95.44877631726216,-54.55122368273784
-150.0,95.44877631726216,-54.55122368273784
-150.0,95.44877631726216,-54.55122368273784
-150.0,95.44877631726216,-54.55122368273784
-150.0,92.7628470501322,-57.237152949867806
-150.0,92.7628470501322,-57.237152949867806
-150.0,92.7628470501322,-57.237152949867806
-150.0,92.7628470501322,-57.237152949867806
-150.0,92.7628470501322,-57.237152949867806
-150.0,92.7628470501322,-57.237152949867806
-150.0,92.7628470501322,-57.237152949867806
-150.0,92.7628470501322,-57.237152949867806
-150.0,92.7628470501322,-57.237152949867806
-150.0,92.7628470501322,-57.237152949867806
-150.0,92.7628470501322,-57.237152949867806
-150.0,92.7628470501322,-57.237152949867806
-150.0,92.7628470501322,-57.237152949867806
-150.0,92.7628470501322,-57.237152949867806
-150.0,92.7628470501322,-57.237152949867806
-150.0,92.94623308980744,-57.053766910192564
-150.0,92.94623308980744,-57.053766910192564
-150.0,92.40827603073629,-57.59172396926371
