od_case,map_case,n_lines,line_length,population_size,generations,lambda,seed,shared_stop_penalty,adjusted_passenger_service,naive_passenger_service,service_per_total_cost,service_per_unique_edge_cost,shared_edge_count,shared_edge_ratio,shared_stop_count,shared_stop_ratio,system_cost_norm,system_fitness,system_service_norm,total_edge_occurrences,total_route_cost,total_stop_occurrences,unique_edge_cost,unique_edge_count,unique_stop_count
dense_hotspots,base,4,6,150,100,0.5,42,0.0,628.3683642866736,628.3683642866739,6.913779146222557,7.2322693039255075,0,0.0,4,0.2,0.050601730554594174,0.12473933631932985,0.30008040319325385,89,90.88638080520575,24,86.8839831428304,89,20
