line_index,stops,original_fitness,original_passenger_service,adjusted_passenger_service,cost,cost_norm,adjusted_service_norm,adjusted_fitness,shared_edge_count_for_line,shared_edge_ratio_for_line
1,79;229;385;151;55;139,-0.14157063550823948,1.5000000000000002,330.0404829129562,63.521158216587345,0.28600660052937293,0.630449824093517,0.17222161178207204,5,0.09615384615384616
2,121;289;247;373;7;43,-0.15188319678197243,1.5000000000000002,194.96772758405393,67.09583357127941,0.30663172307683884,0.37243118927230934,0.03289973309773525,5,0.08771929824561403
