od_case,map_case,n_lines,line_length,population_size,generations,lambda,seed,adjusted_passenger_service,adjusted_service,average_edges_per_line,average_line_cost,average_segment_cost,average_segment_edges,base_system_fitness,compactness_max_edges_excess,compactness_max_line_excess,compactness_max_segment_excess,compactness_penalty,compactness_penalty_value,compactness_total_cost_component,cross_line_shared_edges,edge_overlap_ratio,internal_repeated_edges,max_edges_per_line,max_edges_per_line_soft,max_line_cost,max_line_cost_soft,max_segment_cost,max_segment_cost_soft,max_segment_edges,naive_edge_passenger_service,raw_line_passenger_service_sum,raw_route_service_sum,service_per_total_cost,service_per_unique_edge_cost,shared_edge_count,shared_edge_ratio,shared_edges,shared_stop_count,shared_stop_ratio,shared_stops,single_line_cost_max,single_line_cost_min,single_line_service_max,single_line_service_min,stop_overlap_ratio,system_cost_max,system_cost_min,system_cost_norm,system_fitness,system_service_max,system_service_min,system_service_norm,total_cost,total_edge_occurrences,total_route_cost,total_route_edges,total_stop_occurrences,unique_edge_cost,unique_edge_count,unique_edge_passenger_service,unique_edge_service_sum,unique_edges,unique_stop_count
base,base,2,6,30,5,0.5,42,513.2262717128267,513.2262717128267,66.5,65.30849589393338,13.061699178786677,13.3,0.09693414962033181,0.7,0.1713531724831201,0.20788812435238166,0.0,0.0,0.2963191618031059,5.0,0.04807692307692308,24.0,68.0,40.0,67.09583357127941,57.28061796174143,29.405849458434258,24.34484524318047,30.0,548.5720880653777,3.0000000000000004,548.5720880653777,3.929245840742913,5.030294319021671,5,0.04807692307692308,5.0,0,0.0,0.0,187.26804033215745,13.951477171602743,523.5,0.0,0.0,374.5360806643149,27.902954343205487,0.2963191618031059,0.09693414962033181,1047.0,0.0,0.49018746104376953,130.61699178786677,109,130.61699178786677,133.0,12,102.02708612339065,104,525.0082104970104,525.0082104970104,104.0,12
