line_index,stops,cost,passenger_service,cost_norm,service_norm,fitness
1,37;133;211;229;169;61,33.13002782331673,411.7268347469028,0.19115327017318112,0.7864887005671496,0.2976677151969842
2,307;247;229;127;85;43,22.500697695395882,127.38151822938971,0.06491213905087645,0.12166334119330441,0.02837560107121398
