od_case,map_case,n_lines,line_length,population_size,generations,lambda,seed,shared_stop_penalty,adjusted_passenger_service,naive_passenger_service,service_per_total_cost,service_per_unique_edge_cost,shared_edge_count,shared_edge_ratio,shared_stop_count,shared_stop_ratio,system_cost_norm,system_fitness,system_service_norm,total_edge_occurrences,total_route_cost,total_stop_occurrences,unique_edge_cost,unique_edge_count,unique_stop_count
dense_hotspots,base,2,6,150,100,0.5,42,0.0,539.1083529762922,539.1083529762925,9.690838074634696,9.855617923196045,0,0.0,1,0.09090909090909091,0.07999169459015014,0.21745799844336436,0.5149076914768789,56,55.63072551871261,12,54.700614124605444,56,11
