od_case,map_case,n_lines,line_length,population_size,generations,lambda,seed,shared_stop_penalty,adjusted_passenger_service,naive_passenger_service,service_per_total_cost,service_per_unique_edge_cost,shared_edge_count,shared_edge_ratio,shared_stop_count,shared_stop_ratio,system_cost_norm,system_fitness,system_service_norm,total_edge_occurrences,total_route_cost,total_stop_occurrences,unique_edge_cost,unique_edge_count,unique_stop_count
dense_hotspots,base,3,6,150,100,0.5,42,0.0,606.8517485187035,606.8517485187039,8.089898458682082,8.410069546741095,0,0.0,2,0.125,0.06377364533144705,0.16131653566560522,0.38640671666265747,74,75.0135186020079,18,72.15775626419864,74,16
